"Var1","Var2","Freq"
"Ivan F. Duff papers, 1947-1994","Indigenous",0
"Jacob Ellsworth Reighard Papers","Indigenous",0
"James J. Blanchard Papers, 1982-2002","Indigenous",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","Indigenous",0
"John C. Early Papers","Indigenous",0
"John D. Dingell Papers","Indigenous",0
"Joseph Beal Steere Papers","Indigenous",0
"Joseph Ralston Hayden Papers","Indigenous",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","Indigenous",0
"Josephine Fellows Gomon papers, 1913-1975","Indigenous",0
"Junius E. Beal Papers","Indigenous",0
"Luce Philippine Project interviews, 1975-1980","Indigenous",0
"Manuel Luis Quezon papers, 1909-1944","Indigenous",0
"Marion L. Burton Papers","Indigenous",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","Indigenous",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","Indigenous",0
"Myron E. Wegman Papers, 1939-2004","Indigenous",0
"Netzorg Family Papers, late 1880s-2012","Indigenous",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","Indigenous",0
"Owen A. Tomlinson papers, 1899-1920","Indigenous",0
"Philip A. Hart Papers","Indigenous",0
"Richard Nims papers, 1880s-1990s","Indigenous",0
"Richard Schneidewind papers, 1899-1914","Indigenous",0
"Robert D. Aldrich Collection","Indigenous",0
"Sligh Family Papers","Indigenous",0
"Stanley M. Swinton papers, 1935-1985","Indigenous",0
"the Albert Kahn Associates records, 1825-2014","Indigenous",0
"the Barbara Bassett McIver papers","Indigenous",0
"the Edward Nicholas and Dollie Ann Cole papers","Indigenous",0
"the Grant Kohn Goodman research files","Indigenous",0
"the Harold Dunbar Corbusier papers, 1883-1979","Indigenous",0
"Theodore H. Hubbell Papers","Indigenous",0
"Thomas Francis Papers","Indigenous",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","Indigenous",0
"Walker Lee Cisler Papers","Indigenous",0
"Walter W. Marquardt Papers, 1896-1952","Indigenous",0
"Wilfred B. Shaw Papers","Indigenous",0
"Wright family papers, 1825-1938","Indigenous",0
"WUOM Records, 1914-1982","Indigenous",0
"American Citizens for Justice records","insurgency",0
"Arthur H. Vandenberg Papers, 1884-1974","insurgency",0
"Arthur J. Lacy Papers","insurgency",0
"Blanchard Family Papers, ca. 1835-ca. 2000","insurgency",0
"Charles A. Sink Papers, 1900-1996","insurgency",0
"Charles W. Lane papers, 1935-1997","insurgency",0
"Chase S. Osborn Papers","insurgency",0
"David Wheeler Palmer and family papers, 1807-1982","insurgency",0
"Dean C. Worcester Papers","insurgency",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","insurgency",0
"Department of History (University of Michigan) Senior Honors Theses","insurgency",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","insurgency",0
"Donald Maxwell Matthews photographs, 1924-1982","insurgency",0
"Earl D. Babst papers, 1899-1967","insurgency",0
"Edmond DeVine papers","insurgency",0
"Edward Gajec Papers","insurgency",0
"Eleanor M. Bumgardner papers, 1919-1967","insurgency",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","insurgency",0
"Eugene Gressman papers, 1935-1967","insurgency",0
"Frank Murphy Papers, 1908-1949","insurgency",0
"Frank R. Kennedy Papers","insurgency",0
"Fred E. Benz motion picture collection, 1929-1950","insurgency",0
"George A. Malcolm papers, 1896-1965","insurgency",0
"George E. Bushnell papers, 1921-1965","insurgency",0
"George Owen Squier Papers, 1883-1934","insurgency",0
"Grant Kohn Goodman papers, 1943-1995","insurgency",0
"Harry Burns Hutchins papers","insurgency",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","insurgency",0
"Hinsdale family papers, 1857-1963","insurgency",0
"Hubbell Family Papers, 1859-1983","insurgency",0
"Interlochen Center for The Arts Records, 1927-2005","insurgency",0
"Irene Ellis Murphy papers, 1917-1984","insurgency",0
"Ivan F. Duff papers, 1947-1994","insurgency",0
"Jacob Ellsworth Reighard Papers","insurgency",0
"James J. Blanchard Papers, 1982-2002","insurgency",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","insurgency",0
"John C. Early Papers","insurgency",0
"John D. Dingell Papers","insurgency",0
"Joseph Beal Steere Papers","insurgency",0
"Joseph Ralston Hayden Papers","insurgency",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","insurgency",0
"Josephine Fellows Gomon papers, 1913-1975","insurgency",0
"Junius E. Beal Papers","insurgency",0
"Luce Philippine Project interviews, 1975-1980","insurgency",0
"Manuel Luis Quezon papers, 1909-1944","insurgency",0
"Marion L. Burton Papers","insurgency",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","insurgency",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","insurgency",0
"Myron E. Wegman Papers, 1939-2004","insurgency",0
"Netzorg Family Papers, late 1880s-2012","insurgency",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","insurgency",0
"Owen A. Tomlinson papers, 1899-1920","insurgency",0
"Philip A. Hart Papers","insurgency",0
"Richard Nims papers, 1880s-1990s","insurgency",0
"Richard Schneidewind papers, 1899-1914","insurgency",0
"Robert D. Aldrich Collection","insurgency",0
"Sligh Family Papers","insurgency",0
"Stanley M. Swinton papers, 1935-1985","insurgency",1
"the Albert Kahn Associates records, 1825-2014","insurgency",0
"the Barbara Bassett McIver papers","insurgency",0
"the Edward Nicholas and Dollie Ann Cole papers","insurgency",0
"the Grant Kohn Goodman research files","insurgency",0
"the Harold Dunbar Corbusier papers, 1883-1979","insurgency",0
"Theodore H. Hubbell Papers","insurgency",0
"Thomas Francis Papers","insurgency",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","insurgency",0
"Walker Lee Cisler Papers","insurgency",0
"Walter W. Marquardt Papers, 1896-1952","insurgency",0
"Wilfred B. Shaw Papers","insurgency",0
"Wright family papers, 1825-1938","insurgency",0
"WUOM Records, 1914-1982","insurgency",0
"American Citizens for Justice records","Insurgency",0
"Arthur H. Vandenberg Papers, 1884-1974","Insurgency",0
"Arthur J. Lacy Papers","Insurgency",0
"Blanchard Family Papers, ca. 1835-ca. 2000","Insurgency",0
"Charles A. Sink Papers, 1900-1996","Insurgency",0
"Charles W. Lane papers, 1935-1997","Insurgency",0
"Chase S. Osborn Papers","Insurgency",0
"David Wheeler Palmer and family papers, 1807-1982","Insurgency",0
"Dean C. Worcester Papers","Insurgency",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","Insurgency",0
"Department of History (University of Michigan) Senior Honors Theses","Insurgency",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","Insurgency",0
"Donald Maxwell Matthews photographs, 1924-1982","Insurgency",0
"Earl D. Babst papers, 1899-1967","Insurgency",0
"Edmond DeVine papers","Insurgency",0
"Edward Gajec Papers","Insurgency",0
"Eleanor M. Bumgardner papers, 1919-1967","Insurgency",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","Insurgency",0
"Eugene Gressman papers, 1935-1967","Insurgency",0
"Frank Murphy Papers, 1908-1949","Insurgency",0
"Frank R. Kennedy Papers","Insurgency",0
"Fred E. Benz motion picture collection, 1929-1950","Insurgency",0
"George A. Malcolm papers, 1896-1965","Insurgency",0
"George E. Bushnell papers, 1921-1965","Insurgency",0
"George Owen Squier Papers, 1883-1934","Insurgency",0
"Grant Kohn Goodman papers, 1943-1995","Insurgency",0
"Harry Burns Hutchins papers","Insurgency",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","Insurgency",0
"Hinsdale family papers, 1857-1963","Insurgency",0
"Hubbell Family Papers, 1859-1983","Insurgency",0
"Interlochen Center for The Arts Records, 1927-2005","Insurgency",0
"Irene Ellis Murphy papers, 1917-1984","Insurgency",0
"Ivan F. Duff papers, 1947-1994","Insurgency",0
"Jacob Ellsworth Reighard Papers","Insurgency",0
"James J. Blanchard Papers, 1982-2002","Insurgency",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","Insurgency",0
"John C. Early Papers","Insurgency",0
"John D. Dingell Papers","Insurgency",0
"Joseph Beal Steere Papers","Insurgency",0
"Joseph Ralston Hayden Papers","Insurgency",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","Insurgency",0
"Josephine Fellows Gomon papers, 1913-1975","Insurgency",0
"Junius E. Beal Papers","Insurgency",0
"Luce Philippine Project interviews, 1975-1980","Insurgency",0
"Manuel Luis Quezon papers, 1909-1944","Insurgency",0
"Marion L. Burton Papers","Insurgency",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","Insurgency",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","Insurgency",0
"Myron E. Wegman Papers, 1939-2004","Insurgency",0
"Netzorg Family Papers, late 1880s-2012","Insurgency",1
"News and Information Services (University of Michigan) records, 1900-[ongoing]","Insurgency",0
"Owen A. Tomlinson papers, 1899-1920","Insurgency",0
"Philip A. Hart Papers","Insurgency",0
"Richard Nims papers, 1880s-1990s","Insurgency",0
"Richard Schneidewind papers, 1899-1914","Insurgency",0
"Robert D. Aldrich Collection","Insurgency",0
"Sligh Family Papers","Insurgency",0
"Stanley M. Swinton papers, 1935-1985","Insurgency",0
"the Albert Kahn Associates records, 1825-2014","Insurgency",0
"the Barbara Bassett McIver papers","Insurgency",0
"the Edward Nicholas and Dollie Ann Cole papers","Insurgency",0
"the Grant Kohn Goodman research files","Insurgency",0
"the Harold Dunbar Corbusier papers, 1883-1979","Insurgency",0
"Theodore H. Hubbell Papers","Insurgency",0
"Thomas Francis Papers","Insurgency",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","Insurgency",0
"Walker Lee Cisler Papers","Insurgency",0
"Walter W. Marquardt Papers, 1896-1952","Insurgency",0
"Wilfred B. Shaw Papers","Insurgency",0
"Wright family papers, 1825-1938","Insurgency",0
"WUOM Records, 1914-1982","Insurgency",0
"American Citizens for Justice records","insurgent",0
"Arthur H. Vandenberg Papers, 1884-1974","insurgent",0
"Arthur J. Lacy Papers","insurgent",0
"Blanchard Family Papers, ca. 1835-ca. 2000","insurgent",0
"Charles A. Sink Papers, 1900-1996","insurgent",0
"Charles W. Lane papers, 1935-1997","insurgent",0
"Chase S. Osborn Papers","insurgent",0
"David Wheeler Palmer and family papers, 1807-1982","insurgent",0
"Dean C. Worcester Papers","insurgent",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","insurgent",0
"Department of History (University of Michigan) Senior Honors Theses","insurgent",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","insurgent",0
"Donald Maxwell Matthews photographs, 1924-1982","insurgent",0
"Earl D. Babst papers, 1899-1967","insurgent",0
"Edmond DeVine papers","insurgent",0
"Edward Gajec Papers","insurgent",0
"Eleanor M. Bumgardner papers, 1919-1967","insurgent",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","insurgent",0
"Eugene Gressman papers, 1935-1967","insurgent",0
"Frank Murphy Papers, 1908-1949","insurgent",0
"Frank R. Kennedy Papers","insurgent",0
"Fred E. Benz motion picture collection, 1929-1950","insurgent",0
"George A. Malcolm papers, 1896-1965","insurgent",0
"George E. Bushnell papers, 1921-1965","insurgent",0
"George Owen Squier Papers, 1883-1934","insurgent",0
"Grant Kohn Goodman papers, 1943-1995","insurgent",0
"Harry Burns Hutchins papers","insurgent",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","insurgent",2
"Hinsdale family papers, 1857-1963","insurgent",0
"Hubbell Family Papers, 1859-1983","insurgent",0
"Interlochen Center for The Arts Records, 1927-2005","insurgent",0
"Irene Ellis Murphy papers, 1917-1984","insurgent",0
"Ivan F. Duff papers, 1947-1994","insurgent",0
"Jacob Ellsworth Reighard Papers","insurgent",0
"James J. Blanchard Papers, 1982-2002","insurgent",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","insurgent",0
"John C. Early Papers","insurgent",0
"John D. Dingell Papers","insurgent",0
"Joseph Beal Steere Papers","insurgent",0
"Joseph Ralston Hayden Papers","insurgent",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","insurgent",0
"Josephine Fellows Gomon papers, 1913-1975","insurgent",0
"Junius E. Beal Papers","insurgent",0
"Luce Philippine Project interviews, 1975-1980","insurgent",0
"Manuel Luis Quezon papers, 1909-1944","insurgent",0
"Marion L. Burton Papers","insurgent",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","insurgent",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","insurgent",0
"Myron E. Wegman Papers, 1939-2004","insurgent",0
"Netzorg Family Papers, late 1880s-2012","insurgent",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","insurgent",0
"Owen A. Tomlinson papers, 1899-1920","insurgent",0
"Philip A. Hart Papers","insurgent",0
"Richard Nims papers, 1880s-1990s","insurgent",0
"Richard Schneidewind papers, 1899-1914","insurgent",0
"Robert D. Aldrich Collection","insurgent",0
"Sligh Family Papers","insurgent",0
"Stanley M. Swinton papers, 1935-1985","insurgent",0
"the Albert Kahn Associates records, 1825-2014","insurgent",0
"the Barbara Bassett McIver papers","insurgent",0
"the Edward Nicholas and Dollie Ann Cole papers","insurgent",0
"the Grant Kohn Goodman research files","insurgent",0
"the Harold Dunbar Corbusier papers, 1883-1979","insurgent",0
"Theodore H. Hubbell Papers","insurgent",0
"Thomas Francis Papers","insurgent",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","insurgent",0
"Walker Lee Cisler Papers","insurgent",0
"Walter W. Marquardt Papers, 1896-1952","insurgent",0
"Wilfred B. Shaw Papers","insurgent",0
"Wright family papers, 1825-1938","insurgent",0
"WUOM Records, 1914-1982","insurgent",0
"American Citizens for Justice records","Insurrection",0
"Arthur H. Vandenberg Papers, 1884-1974","Insurrection",0
"Arthur J. Lacy Papers","Insurrection",0
"Blanchard Family Papers, ca. 1835-ca. 2000","Insurrection",0
"Charles A. Sink Papers, 1900-1996","Insurrection",0
"Charles W. Lane papers, 1935-1997","Insurrection",0
"Chase S. Osborn Papers","Insurrection",0
"David Wheeler Palmer and family papers, 1807-1982","Insurrection",0
"Dean C. Worcester Papers","Insurrection",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","Insurrection",0
"Department of History (University of Michigan) Senior Honors Theses","Insurrection",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","Insurrection",0
"Donald Maxwell Matthews photographs, 1924-1982","Insurrection",0
"Earl D. Babst papers, 1899-1967","Insurrection",0
"Edmond DeVine papers","Insurrection",0
"Edward Gajec Papers","Insurrection",0
"Eleanor M. Bumgardner papers, 1919-1967","Insurrection",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","Insurrection",0
"Eugene Gressman papers, 1935-1967","Insurrection",0
"Frank Murphy Papers, 1908-1949","Insurrection",0
"Frank R. Kennedy Papers","Insurrection",0
"Fred E. Benz motion picture collection, 1929-1950","Insurrection",0
"George A. Malcolm papers, 1896-1965","Insurrection",0
"George E. Bushnell papers, 1921-1965","Insurrection",0
"George Owen Squier Papers, 1883-1934","Insurrection",0
"Grant Kohn Goodman papers, 1943-1995","Insurrection",0
"Harry Burns Hutchins papers","Insurrection",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","Insurrection",0
"Hinsdale family papers, 1857-1963","Insurrection",0
"Hubbell Family Papers, 1859-1983","Insurrection",0
"Interlochen Center for The Arts Records, 1927-2005","Insurrection",0
"Irene Ellis Murphy papers, 1917-1984","Insurrection",0
"Ivan F. Duff papers, 1947-1994","Insurrection",0
"Jacob Ellsworth Reighard Papers","Insurrection",0
"James J. Blanchard Papers, 1982-2002","Insurrection",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","Insurrection",1
"John C. Early Papers","Insurrection",0
"John D. Dingell Papers","Insurrection",0
"Joseph Beal Steere Papers","Insurrection",0
"Joseph Ralston Hayden Papers","Insurrection",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","Insurrection",0
"Josephine Fellows Gomon papers, 1913-1975","Insurrection",0
"Junius E. Beal Papers","Insurrection",0
"Luce Philippine Project interviews, 1975-1980","Insurrection",0
"Manuel Luis Quezon papers, 1909-1944","Insurrection",0
"Marion L. Burton Papers","Insurrection",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","Insurrection",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","Insurrection",0
"Myron E. Wegman Papers, 1939-2004","Insurrection",0
"Netzorg Family Papers, late 1880s-2012","Insurrection",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","Insurrection",0
"Owen A. Tomlinson papers, 1899-1920","Insurrection",0
"Philip A. Hart Papers","Insurrection",0
"Richard Nims papers, 1880s-1990s","Insurrection",0
"Richard Schneidewind papers, 1899-1914","Insurrection",0
"Robert D. Aldrich Collection","Insurrection",0
"Sligh Family Papers","Insurrection",0
"Stanley M. Swinton papers, 1935-1985","Insurrection",0
"the Albert Kahn Associates records, 1825-2014","Insurrection",0
"the Barbara Bassett McIver papers","Insurrection",0
"the Edward Nicholas and Dollie Ann Cole papers","Insurrection",0
"the Grant Kohn Goodman research files","Insurrection",0
"the Harold Dunbar Corbusier papers, 1883-1979","Insurrection",0
"Theodore H. Hubbell Papers","Insurrection",0
"Thomas Francis Papers","Insurrection",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","Insurrection",0
"Walker Lee Cisler Papers","Insurrection",0
"Walter W. Marquardt Papers, 1896-1952","Insurrection",0
"Wilfred B. Shaw Papers","Insurrection",0
"Wright family papers, 1825-1938","Insurrection",0
"WUOM Records, 1914-1982","Insurrection",0
"American Citizens for Justice records","Moros",0
"Arthur H. Vandenberg Papers, 1884-1974","Moros",0
"Arthur J. Lacy Papers","Moros",0
"Blanchard Family Papers, ca. 1835-ca. 2000","Moros",0
"Charles A. Sink Papers, 1900-1996","Moros",0
"Charles W. Lane papers, 1935-1997","Moros",0
"Chase S. Osborn Papers","Moros",0
"David Wheeler Palmer and family papers, 1807-1982","Moros",0
"Dean C. Worcester Papers","Moros",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","Moros",0
"Department of History (University of Michigan) Senior Honors Theses","Moros",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","Moros",0
"Donald Maxwell Matthews photographs, 1924-1982","Moros",0
"Earl D. Babst papers, 1899-1967","Moros",0
"Edmond DeVine papers","Moros",0
"Edward Gajec Papers","Moros",0
"Eleanor M. Bumgardner papers, 1919-1967","Moros",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","Moros",0
"Eugene Gressman papers, 1935-1967","Moros",0
"Frank Murphy Papers, 1908-1949","Moros",0
"Frank R. Kennedy Papers","Moros",0
"Fred E. Benz motion picture collection, 1929-1950","Moros",0
"George A. Malcolm papers, 1896-1965","Moros",0
"George E. Bushnell papers, 1921-1965","Moros",0
"George Owen Squier Papers, 1883-1934","Moros",0
"Grant Kohn Goodman papers, 1943-1995","Moros",0
"Harry Burns Hutchins papers","Moros",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","Moros",0
"Hinsdale family papers, 1857-1963","Moros",0
"Hubbell Family Papers, 1859-1983","Moros",0
"Interlochen Center for The Arts Records, 1927-2005","Moros",0
"Irene Ellis Murphy papers, 1917-1984","Moros",0
"Ivan F. Duff papers, 1947-1994","Moros",0
"Jacob Ellsworth Reighard Papers","Moros",0
"James J. Blanchard Papers, 1982-2002","Moros",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","Moros",0
"John C. Early Papers","Moros",0
"John D. Dingell Papers","Moros",0
"Joseph Beal Steere Papers","Moros",0
"Joseph Ralston Hayden Papers","Moros",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","Moros",1
"Josephine Fellows Gomon papers, 1913-1975","Moros",0
"Junius E. Beal Papers","Moros",0
"Luce Philippine Project interviews, 1975-1980","Moros",0
"Manuel Luis Quezon papers, 1909-1944","Moros",0
"Marion L. Burton Papers","Moros",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","Moros",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","Moros",0
"Myron E. Wegman Papers, 1939-2004","Moros",0
"Netzorg Family Papers, late 1880s-2012","Moros",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","Moros",0
"Owen A. Tomlinson papers, 1899-1920","Moros",0
"Philip A. Hart Papers","Moros",0
"Richard Nims papers, 1880s-1990s","Moros",0
"Richard Schneidewind papers, 1899-1914","Moros",0
"Robert D. Aldrich Collection","Moros",0
"Sligh Family Papers","Moros",0
"Stanley M. Swinton papers, 1935-1985","Moros",0
"the Albert Kahn Associates records, 1825-2014","Moros",0
"the Barbara Bassett McIver papers","Moros",0
"the Edward Nicholas and Dollie Ann Cole papers","Moros",0
"the Grant Kohn Goodman research files","Moros",0
"the Harold Dunbar Corbusier papers, 1883-1979","Moros",0
"Theodore H. Hubbell Papers","Moros",0
"Thomas Francis Papers","Moros",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","Moros",0
"Walker Lee Cisler Papers","Moros",0
"Walter W. Marquardt Papers, 1896-1952","Moros",0
"Wilfred B. Shaw Papers","Moros",0
"Wright family papers, 1825-1938","Moros",0
"WUOM Records, 1914-1982","Moros",0
"American Citizens for Justice records","native",0
"Arthur H. Vandenberg Papers, 1884-1974","native",0
"Arthur J. Lacy Papers","native",0
"Blanchard Family Papers, ca. 1835-ca. 2000","native",1
"Charles A. Sink Papers, 1900-1996","native",0
"Charles W. Lane papers, 1935-1997","native",0
"Chase S. Osborn Papers","native",0
"David Wheeler Palmer and family papers, 1807-1982","native",0
"Dean C. Worcester Papers","native",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","native",0
"Department of History (University of Michigan) Senior Honors Theses","native",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","native",0
"Donald Maxwell Matthews photographs, 1924-1982","native",0
"Earl D. Babst papers, 1899-1967","native",0
"Edmond DeVine papers","native",1
"Edward Gajec Papers","native",0
"Eleanor M. Bumgardner papers, 1919-1967","native",1
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","native",0
"Eugene Gressman papers, 1935-1967","native",0
"Frank Murphy Papers, 1908-1949","native",0
"Frank R. Kennedy Papers","native",0
"Fred E. Benz motion picture collection, 1929-1950","native",1
"George A. Malcolm papers, 1896-1965","native",0
"George E. Bushnell papers, 1921-1965","native",0
"George Owen Squier Papers, 1883-1934","native",0
"Grant Kohn Goodman papers, 1943-1995","native",0
"Harry Burns Hutchins papers","native",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","native",0
"Hinsdale family papers, 1857-1963","native",0
"Hubbell Family Papers, 1859-1983","native",0
"Interlochen Center for The Arts Records, 1927-2005","native",1
"Irene Ellis Murphy papers, 1917-1984","native",0
"Ivan F. Duff papers, 1947-1994","native",0
"Jacob Ellsworth Reighard Papers","native",0
"James J. Blanchard Papers, 1982-2002","native",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","native",0
"John C. Early Papers","native",0
"John D. Dingell Papers","native",0
"Joseph Beal Steere Papers","native",1
"Joseph Ralston Hayden Papers","native",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","native",0
"Josephine Fellows Gomon papers, 1913-1975","native",0
"Junius E. Beal Papers","native",0
"Luce Philippine Project interviews, 1975-1980","native",0
"Manuel Luis Quezon papers, 1909-1944","native",0
"Marion L. Burton Papers","native",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","native",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","native",0
"Myron E. Wegman Papers, 1939-2004","native",0
"Netzorg Family Papers, late 1880s-2012","native",1
"News and Information Services (University of Michigan) records, 1900-[ongoing]","native",0
"Owen A. Tomlinson papers, 1899-1920","native",1
"Philip A. Hart Papers","native",0
"Richard Nims papers, 1880s-1990s","native",0
"Richard Schneidewind papers, 1899-1914","native",1
"Robert D. Aldrich Collection","native",0
"Sligh Family Papers","native",0
"Stanley M. Swinton papers, 1935-1985","native",0
"the Albert Kahn Associates records, 1825-2014","native",0
"the Barbara Bassett McIver papers","native",1
"the Edward Nicholas and Dollie Ann Cole papers","native",0
"the Grant Kohn Goodman research files","native",0
"the Harold Dunbar Corbusier papers, 1883-1979","native",1
"Theodore H. Hubbell Papers","native",0
"Thomas Francis Papers","native",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","native",0
"Walker Lee Cisler Papers","native",0
"Walter W. Marquardt Papers, 1896-1952","native",1
"Wilfred B. Shaw Papers","native",0
"Wright family papers, 1825-1938","native",0
"WUOM Records, 1914-1982","native",0
"American Citizens for Justice records","Native",0
"Arthur H. Vandenberg Papers, 1884-1974","Native",0
"Arthur J. Lacy Papers","Native",0
"Blanchard Family Papers, ca. 1835-ca. 2000","Native",0
"Charles A. Sink Papers, 1900-1996","Native",0
"Charles W. Lane papers, 1935-1997","Native",0
"Chase S. Osborn Papers","Native",0
"David Wheeler Palmer and family papers, 1807-1982","Native",0
"Dean C. Worcester Papers","Native",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","Native",1
"Department of History (University of Michigan) Senior Honors Theses","Native",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","Native",0
"Donald Maxwell Matthews photographs, 1924-1982","Native",0
"Earl D. Babst papers, 1899-1967","Native",0
"Edmond DeVine papers","Native",0
"Edward Gajec Papers","Native",0
"Eleanor M. Bumgardner papers, 1919-1967","Native",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","Native",1
"Eugene Gressman papers, 1935-1967","Native",0
"Frank Murphy Papers, 1908-1949","Native",0
"Frank R. Kennedy Papers","Native",0
"Fred E. Benz motion picture collection, 1929-1950","Native",0
"George A. Malcolm papers, 1896-1965","Native",0
"George E. Bushnell papers, 1921-1965","Native",0
"George Owen Squier Papers, 1883-1934","Native",0
"Grant Kohn Goodman papers, 1943-1995","Native",0
"Harry Burns Hutchins papers","Native",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","Native",0
"Hinsdale family papers, 1857-1963","Native",0
"Hubbell Family Papers, 1859-1983","Native",0
"Interlochen Center for The Arts Records, 1927-2005","Native",0
"Irene Ellis Murphy papers, 1917-1984","Native",0
"Ivan F. Duff papers, 1947-1994","Native",0
"Jacob Ellsworth Reighard Papers","Native",0
"James J. Blanchard Papers, 1982-2002","Native",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","Native",0
"John C. Early Papers","Native",0
"John D. Dingell Papers","Native",0
"Joseph Beal Steere Papers","Native",0
"Joseph Ralston Hayden Papers","Native",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","Native",0
"Josephine Fellows Gomon papers, 1913-1975","Native",0
"Junius E. Beal Papers","Native",0
"Luce Philippine Project interviews, 1975-1980","Native",0
"Manuel Luis Quezon papers, 1909-1944","Native",0
"Marion L. Burton Papers","Native",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","Native",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","Native",1
"Myron E. Wegman Papers, 1939-2004","Native",0
