Term,Occurrence (ead_ID),Tag,Collection,Context
Indians,umich-bhl-92745,subjects,"Ed Beach photographs, 1931-1948",Airports; Animals; Automobiles; Automobile service stations; Barns; Bridges; Churches; Courthouses; Dwellings; Festivals; Freemasons; Indians of North America; Lighthouses; Masonic temples; Mills; Monuments and memorials; Photographers; Railroads; Railroad stations; Roads; Schools; Transportation
Indians,umich-bhl-8722,subjects,Board of Regents (University of Michigan) records,Ojibwa Indians; Ottawa Indians; Potawatomi Indians; Women; Women college students
Indians,umich-bhl-2010192,subjects,"Richard I. Ford papers, 1968-2005",Anthropology.; Ethnobotany.; Indians of North America; Indians of North America; Indians of North America; Paleoethnobotany.
Indians,umich-bhl-85926,scopecontent,the Chauncy Bush minute book,"Harris, and delegations of Sioux and Sauk-Fox Indians from along the Mississippi River, including the Sauk-Fox chief Keokuk."
Indians,umich-bhl-85926,subjects,the Chauncy Bush minute book,Indians of North America.
Indians,umich-bhl-851538,subjects,"W. B. Hinsdale papers, 1893-1942 (bulk 1922-1938)",Archaeology.; Homeopathy; Medicine; Physicians; Archaeology.; Excavations (Archaeology); Indians of North America
Indians,umich-bhl-851538,bioghist,"W. B. Hinsdale papers, 1893-1942 (bulk 1922-1938)","Wahr, 1930), <title render=""italic"">The Indians of Washtenaw County, Michigan</title> (G."
Indians,umich-bhl-85109,subjects,"Elzada U. Clover papers, 1938-1944",Botany.; Scientific expeditions; Botanists; Women botanists; Travelers; Women travelers; Botany.; Expeditions and surveys.; Indians of North America.; Women.
Indians,umich-bhl-85108,subjects,the Campau family papers,Medicine; Indians of North America
Indians,umich-bhl-88175,subjects,the Cog-gog-e-was land patents,Indians of North America; Ojibwa Indians
Indians,No EAD ID,subjects,the Black Hawk visual material collection.,Indians of North America.
Indians,umich-bhl-851638,subjects,"Lucius L. Hubbard Papers, 1871-1935",Geology; Indians of North America; Mines and mineral resources; Geology; Copper.
Indians,umich-bhl-8822,subjects,the Reuben Beeman land sale agreements,Ojibwa Indians; Indians of North America
Indians,umich-bhl-86361,scopecontent,the Wood family correspondence,"Drake of Hanover, Michigan, concerning trouble with Indians; and letters from S."
Indians,umich-bhl-00130,subjects,the Fur trading journal,Business records.; Fur trade; Indians of North America
Indians,umich-bhl-88196,scopecontent,the Theo Cornell papers,"Reminiscences, 1973, relating primarily to the kidnapping of her grandfather's brother by Fisher Indians in the region of the Shiawassee-Saginaw Rivers in Saginaw County, Mich.; other scattered materials about the Park family; and transcription of reminiscences of the Robert B."
Indians,No EAD ID,subjects,"the Anonymous Detroit, Michigan, trading company ledger",Business records.; Fur trade; Indians of North America
Indians,umich-bhl-2012101,subjects,the John Christian Auch papers,Indians of North America; Public lands
Indians,umich-bhl-86361,subjects,the Wood family correspondence,Indians of North America.; Women
Indians,No EAD ID,scopecontent,"the Anonymous Detroit, Michigan, trading company ledger",Record of accounts with Indians throughout the Northwest Territory.
Indians,No EAD ID,subjects,"the Ka-na-pi-ma [graphic] : an Ottawa chief / drawn, printed &amp; coloured at J. T. Bowen's lithographic establishment, No. 94, Walnut Street.",Indians of North America
Indians,umich-bhl-2010213,bioghist,"Native American Studies Program (University of Michigan) records, 1972-2003","There are several Native American student groups operating at the University as well, including American Indians at the University of Michigan, The Circle, the American Indian Science Engineering Society, the Native American Law Students Association, and the Native Caucus."
Indians,umich-bhl-85606,subjects,the P. C. Andre papers,Indians of North America
Indians,No EAD ID,subjects,the Francis S. Belton drawing collection.,Indians of North America; Ships
Indians,umich-bhl-85831,subjects,Joseph Beal Steere Papers,Evolution; Naturalists; Philosophy.; Scientific expeditions.; Travelers.; Voyages and travels.; Zoology.; Expeditions and surveys.; Indians of South America.
Indians,umich-bhl-85831,bioghist,Joseph Beal Steere Papers,"He studied the Hypurinas, Jamadi, and Paumari Indians."
Indians,umich-bhl-86395,subjects,"Peter Barbeau Papers, 1789-1909",Bridges.; Business records.; Fishing; Fur trade; Indians of North America; Lighthouses; Logging; Lumbering; Mines and mineral resources; Shipping
Indians,umich-bhl-86934,subjects,"Holy Cross Church (Cross Village, Mich.) records, 1847-1930","Indians of North America; Indians of North America; Registers of births, etc."
Indians,umich-bhl-87423,subjects,the American Baptist Missionary Union records,Baptists; Indians of North America; Indians of North America; Missions
Indians,umich-bhl-87423,scopecontent,the American Baptist Missionary Union records,"Mills and includes a land grant dated January 1850 that details how the proceeds from the sale of lands along the Grand River (probably near Grand Rapids, Mich.) under the provisions of a treaty between the United States and the Ottawa and Chippewa Indians should be divided between Baptist and Catholic missionary interests, both of whom had developed missions in the area."
Indians,umich-bhl-8821,subjects,"Dept. of History (University of Michigan) Student Papers, 1930-1987","Academic freedom.; Actresses.; African Americans; Ann Arbor argus.; Mayors; Automobile industry and trade; Birth control.; British Americans; Canals.; Civil service.; Communist college teachers.; Congregational churches.; Conservation of natural resources; Copper mines and mining; Cornish; Demography.; Depressions; Depressions; Detroit gazette.; Schools; Drama.; Dutch Americans; Education; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Family.; Farm life; Folklore.; Football; Forests and forestry; Frontier and pioneer life; Furniture industry and trade; Gazetteer of the state of Michigan.; German Americans; Good Roads Movement.; Grape industry.; Greek letter societies; Hazing; Indians of North America; Industries; American newspapers; Insurance; Iosco County gazette.; Kindergarten.; Labor; Legislation; Libel and slander.; Libraries; Logging; Lumberman's Memorial (Iosco County, Mich.); Lyceums; Medicine; Mennonites; Michigan daily.; Migration, Internal.; Missions; Missionaries; Municipal government; Music; American newspapers; Schools; Ojibwa Indians.; Peace; Police; Prisons; Progressivism (United States politics); Prohibition; Public lands; Public welfare; Railroads; Reconstruction (U.S. history, 1865-1877); Resorts; Roads; Plank roads; Royal Oak daily tribune.; Schools; Shipping; Antislavery movements; Steel industry and trade; Strikes and lockouts; Taxation; Theaters; Transportation; Universities and colleges; Water power.; Western Methodist Protestant.; Women; Women; Women's rights; Young Men's Christian Associations.; Spanish-American War, 1898.; Mexican War, 1846-1848.; World War, 1914-1918; World War, 1914-1918; Women college students; World War, 1939-1945."
Indians,umich-bhl-86550,subjects,Alexander G. Ruthven Papers,"African Americans; Anti-Nazi Movement; Antisemitism; Athletics; Child welfare.; Conservation of natural resources.; Dormitories; Draft; Drugs; Education; Elections; Greek letter societies; Indians of North America; New Deal, 1933-1939; Peace; Prohibition; Radicalism; Refugees.; Women's rights; Working class; World War, 1939-1945.; World War, 1939-1945; World War, 1939-1945; Weddings."
Indians,umich-bhl-85743,subjects,the John R. Baker papers,Indians of North America; Land use; Lawyers
Indians,umich-bhl-88196,subjects,the Theo Cornell papers,Indians of North America
Indians,umich-bhl-86376,subjects,the Charles N. Youngblood letter,Indians of North America.
Indians,umich-bhl-88236,scopecontent,"the Detroit, Michigan, papers","Agreement, 1775, among Detroit merchants to regulate sale of liquor to Indians [photostat]; census, 1796, detailing number of male inhabitants and number of buildings [photostat]; taxroll, January 1818, including names of persons subject to tax and amount of their taxes; petitition, 1864, requesting local navy recruiting office; and meteorological summary, October-November, 1888."
Indians,umich-bhl-89128,subjects,the Orla Peterson papers,Indians of North America; Indians of North America; Potawatomi Indians.
Indians,umich-bhl-89139,bioghist,the Charles H. Rodd papers,"Part-Indian trader at Midland, Michigan, and interpreter with the Chippewa Indians of Isabella County, Michigan."
Indians,umich-bhl-89139,subjects,the Charles H. Rodd papers,Business records.; Fur trade; Indians of North America
Indians,No EAD ID,scopecontent,the Henry Rowe Schoolcraft papers,"Letter to President Zachary Taylor urging an appointment for Schoolcraft, letter to John Torrey about Douglass Houghton and Indians around Sault Ste."
Indians,No EAD ID,subjects,the Henry Rowe Schoolcraft papers,Indians of North America; Indians of North America; Journalists; Missionaries; American newspapers
Indians,umich-bhl-85189,subjects,Amos R. Green Papers,Anthropology.; Archaeology.; Indians of North America; Michigan; Archaeology.; Fossils.; Indian weapons; Mills
Indians,umich-bhl-89425,scopecontent,the Elmer E. White court file,"the Regents of The University of Michigan, concerning the claims of these Indians against the University under the provisions of a treaty negotiated in 1817; include plaintiff's exhibits containing historical background of the case; and decision, February 1979, of Judge Edward D."
Indians,umich-bhl-89425,subjects,the Elmer E. White court file,Indians of North America
Indians,umich-bhl-851315,subjects,"James Oliver Curwood papers, 1897-1927","Authors, American; Conservation of natural resources; Forest fires; Hunting.; Motion picture industry.; Water.; Animals.; Camping.; Dogsleds.; Fishing; Hunting; Indians of North America; Log cabins.; Lumber industry.; Pollution.; Women."
Indians,umich-bhl-2020007,subjects,the Rick Snyder papers.,Agriculture; Bankruptcy; Diversification in industry; Drinking water; Education; Emergency management; Governors; Indians of North America; Lieutenant governors; Republican Party (Mich.); Urban renewal; Water quality; Water quality management
Indians,umich-bhl-851813,subjects,"Stevens Thomson Mason Papers, 1827-1842",Indians of North America; Governors; Dwellings; Sculpture.
Indians,umich-bhl-2018007,subjects,the James R. Hillman papers.,Indians of North America; Indians of North America; Indians of North America; Indians of North America
Indians,umich-bhl-89128,scopecontent,the Orla Peterson papers,"Letters, drafts of legal documents, and other material concerning the claims of the Potawatomi Indians in Michigan and Indiana against the United States government."
Indians,umich-bhl-2018007,bioghist,the James R. Hillman papers.,"In 1974, Hillman drafted a proposal entitled “A Trust for Indians” which proposed the creation of tax-exempt organization to administer funds to other Native American organizations."
Indians,umich-bhl-851568,scopecontent,the Isabella Indian Mission historical sketch,"History of the missionary activities of the Methodist Episcopal Church among the Chippewa Indians in Isabella County, Michigan and vicinity, 1841-1890."
Indians,umich-bhl-851568,subjects,the Isabella Indian Mission historical sketch,Indians of North America; Indians of North America; Missionaries
Indians,umich-bhl-86811,subjects,the Omena Presbyterian Church records,"Indians of North America; Indians of North America; Missions; Registers of births, etc.; Registers of births, etc.; Basket making.; Camp meetings.; Churches; Churches; Churches; Clergy.; Dwellings"
Indians,umich-bhl-0384,subjects,Melvin R. Gilmore (1868-1940) Papers,Anthropology.; Ethnobotany.; Arikara Indians.; Omaha Indians.; Pawnee Indians.; Indians of North America; Indians of North America; Indians of North America; Anthropology.; Ethnographic photographs.; Ethnobotany.; Arikara Indians.; Omaha Indians.; Indians of North America.; Plants; Corn.; Fishing.; Farming.; Basket making.
Indians,umich-bhl-0384,bioghist,Melvin R. Gilmore (1868-1940) Papers,"Gilmore's most well-known publication was <title render=""italic"">Uses of Plants by the Indians of the Missouri River Region</title>, first published by the Bureau of American Ethnology in 1919 and considered a classic of the field."
Indians,No EAD ID,subjects,"the Ka-na-pi-ma [graphic] : an Ottawa chief / drawn, printed &amp; coloured at J. T. Bowen's lithographic establishment, No. 94, Walnut Street.",Indians of North America
Indians,umich-bhl-851648,subjects,Alpheus Felch Papers,"Banks and banking; Elections; Indians of North America.; Land use; Mines and mineral resources; Presidents; Presidents; Mexican War, 1846-1848.; Governors; Death.; Dwellings; Indians of North America."
Indians,umich-bhl-88154,abstract,"Lewis Cass papers [microform], 1814-1847","Minister to France and Secretary of War; also official documents of the Michigan Superintendency of Indian Affairs, 1819-1831, and the Office of Indian Affairs, 1814-1817 and 1822-1829, relating in part to Cass's work in negotiating land treaties with the Indians of the Michigan Territory."
Indians,umich-bhl-2013129,scopecontent,"Ted De Leon Papers, 1975-2006","Also included with MAHA material a research paper ""Perceptions of the Health Care System and Access to Medical Care: Group Responses from Latinos and American Indians by Rose M."
Indians,umich-bhl-851130,subjects,Louis C. Cramton Papers,"Conservation of natural resources; Discrimination in employment; Elections; Elections; Historic buildings; Immigrants; Indians of North America.; Presidents; Public lands; Temperance; Women; World War, 1914-1918.; Baseball.; Buildings; Buildings; Buildings; Conservation of natural resources; Courthouses.; Hotels and taverns.; Lumber industry.; National parks and reserves.; Offices."
Indians,umich-bhl-88154,scopecontent,"Lewis Cass papers [microform], 1814-1847",Cass's work with the Indians as governor of the Michigan Territory is documented in these last two series.
Indians,umich-bhl-88154,subjects,"Lewis Cass papers [microform], 1814-1847",Indians of North America
Indians,umich-bhl-2016035,subjects,American Indian Services records,"Indians of North America; Indians of North America; Indians of North America; Indians, Treatment of; Indians of North America; Indians of North America; Indians of North America; Indians, Treatment of"
Indians,umich-bhl-86985,subjects,the Cross Village Township records,"Dogs.; Indians of North America; Justices of the peace; Registers of births, etc.; Taxation"
Indians,umich-bhl-851865,subjects,the Michigan Indian Agency land register,Indians of North America
Indians,umich-bhl-8679,abstract,"Helen Hornbeck Tanner papers, 1930s-2009","The collection contains correspondence, reports, clippings, and printed material concerning work of the Commission and status of Indians in Michigan; also depositions and other documents in the case of United States v."
Indians,umich-bhl-88236,subjects,"the Detroit, Michigan, papers",Indians of North America
Indians,umich-bhl-88277,scopecontent,the Eldred family papers,"Personal correspondence, courtship letters, and clipping; also copy of lease involving the Cheboygan Indians of Burt Lake, Michigan."
Indians,umich-bhl-88277,subjects,the Eldred family papers,Indians of North America; Women
Indians,No EAD ID,scopecontent,the Gabriele Franchere papers,"Warren at Montreal, and with customers about the shipping of supplies, payment of accounts, and trade in the Great Lakes area with the Indians."
Indians,No EAD ID,subjects,the Gabriele Franchere papers,Fur trade; Indians of North America
Indians,umich-bhl-851443,subjects,the Charles C. Hascall papers,Business records.; General stores; Indians of North America; Land use
Indians,umich-bhl-851587,subjects,Horace H. Rackham and Mary A. Rackham Fund Records,Aged; Archaeological expeditions; Birth control.; Child welfare; Depressions; Indians of North America; Philanthropists; Afro-Americans; Camps; Children playing.; Fountains; Fountains
Indians,umich-bhl-2014109,geognames,the Crisca Bierwert papers,Swan Creek and Black River Bands of Chippewa Indians.
Indians,umich-bhl-2014109,subjects,the Crisca Bierwert papers,Federally recognized Indian tribes; Indians of North America; Ojibwa Indians
Indians,umich-bhl-851588,abstract,"George Johnston letterbook, 1832-1860","Sub-Indian agent at La Pointe, Wisconsin, later surveyor of Indian lands in Michigan's Upper Peninsula, and interpreter among the Chippewa Indians."
Indians,umich-bhl-851588,scopecontent,"George Johnston letterbook, 1832-1860",Included are copies of letters from Chippewa Indian chiefs appealing to the President of the United States to honor its past treaties with the Indians.
Indians,umich-bhl-851588,bioghist,"George Johnston letterbook, 1832-1860","In 1826, he was a sub-Indian agent at LaPointe, Wisconsin; later in 1835, he was appointed by the then Secretary of War Lewis Cass to survey the northern Michigan boundary between the Sioux and Chippewa Indians."
Indians,umich-bhl-851865,scopecontent,the Michigan Indian Agency land register,"Register of land grants received by the Ottawa and Potawatami Indians in treaties with the U.S. government, 1854 and 1855."
Indians,umich-bhl-9837,subjects,Richard B. Brandt Papers,Ethics.; Hopi Indians.; Philosophy; Philosophy; Philosophy.
Indians,umich-bhl-0313,subjects,James B. Griffin Papers,Archaeology.; Anthropology; Anthropology; Pottery; Hopewell culture.; Mississippian culture.; Radiocarbon dating.; Indians of North America; Excavations (Archaeology); Fort Ancient culture.; Archaeology.; Anthropology.; Pottery.; Hopewell culture.; Mississippian culture.; Fort Ancient culture.; Indians of North America; Excavations (Archaeology)
Indians,umich-bhl-851362,subjects,"Emerson Frank Greenman Papers, 1888-1984 (bulk dates, 1924-1972)",Education; Indians of North America; Archaeology.; Excavations (Archaeology); Indians of North America.; African Americans; Boats.; Churches.; Courthouses; Cutover lands.; Dwellings.; Fire engines and equipment.; Hotels and taverns; Indians of North America.; Log cabins.; Lumber industry; Military parades and ceremonies.; Mills; Excavations (Archaeology)
Indians,umich-bhl-851130,bioghist,Louis C. Cramton Papers,"He also championed increased opportunity for the disadvantaged; witness Cramton's legislative efforts to improve the health, education, and industrial development of American Indians, his patronage of Howard University, and his work on the fair employment-practices law in Michigan."
Indians,umich-bhl-86396,subjects,Peter White Papers,American newspapers; American newspapers; Banks and banking; Depressions; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; General stores; Indians of North America; Insurance; Iron mines and mining; Land use; Manufactures; Railroads; Shipping
Indians,umich-bhl-851362,bioghist,"Emerson Frank Greenman Papers, 1888-1984 (bulk dates, 1924-1972)","6, 1937), <title render=""italic"">Guide to Serpent Mound</title> (Ohio State Archaeological and Historical Society, 1939) and <title render=""italic"">The Indians of Michigan</title> (Michigan Historical Commission, 1961)."
Indians,umich-bhl-89405,subjects,"Robert M. Warner Papers, 1945-2007",Indians of North America; Land use; Land use
Indians,umich-bhl-89151,subjects,"the United States, Bureau of Indian Affairs records",Indians of North America
Indians,umich-bhl-89151,scopecontent,"the United States, Bureau of Indian Affairs records","Quarterly reports of the Sheboigan Indian School, 1857-1865 [photostats (negative)]; 1870 annuity pay rolls of the Ottawa and Chippewa Indians of Michigan [Microfilm (positive) and photocopy]; 1908 census of the Michigan Chippewas (353 p.); and 1910 annuity roll of the Ottawas and Chippewas of Michigan (215 p.) [Microfilm (positive)]; 1908 and 1910 rolls taken by Horace B."
Indians,umich-bhl-851692,subjects,the L'Oranger family papers,Indians of North America; Land use
Indians,umich-bhl-88546,scopecontent,the James Madison approval,Document signed by President James Madison giving his approval to the granting of specified lands on the St. Clair River to various Indian tribes as negotiated by a treaty with the Indians in 1807.
Indians,umich-bhl-88546,subjects,the James Madison approval,Indians of North America; Land grants
Indians,umich-bhl-8679,subjects,"Helen Hornbeck Tanner papers, 1930s-2009",Fishing; Indians of North America; Caddo Indians.
Indians,umich-bhl-851588,subjects,"George Johnston letterbook, 1832-1860",Ojibwa Indians; Copper; Indians of North America; Natural resources.
Indians,umich-bhl-85761,subjects,the John C. Blanchard papers,Ojibwa Indians; Indians of North America
Indians,umich-bhl-2010213,subjects,"Native American Studies Program (University of Michigan) records, 1972-2003",Indians of North America; Minorities
Indians,No EAD ID,subjects,"the Anonymous photograph, untitled.",Children; Christmas trees; Dogs; Indians of North America
Indians,umich-bhl-851599,scopecontent,the Salmon Kingsley letter,"Barker discussing Port Sheldon, Michigan and the Ottawa Indians."
Indians,umich-bhl-851599,subjects,the Salmon Kingsley letter,Indians of North America
Indians,No EAD ID,subjects,the Shagonabe family photograph collection,Families.; Indians of North America; Ottawa Indians; Tombs and sepulchral monuments.
Indians,umich-bhl-86448,subjects,the Bertrand Kotnik notebook,Ojibwa language.; Indians of North America.
Indians,umich-bhl-92132,subjects,Scientific Expedition to Lake Superior Photograph collection,Boats.; Camping.; Copper mining.; Indians of North America.; Iron industry.; Lighthouses; Expeditions and surveys.; Ships; Waterfalls.
Indians,umich-bhl-92132,scopecontent,Scientific Expedition to Lake Superior Photograph collection,"Stereograph views of the expedition's boats and camps, natural features including the Pictured Rocks and waterfalls, mining operations, Indians, ships, and a lighthouse."
Indians,No EAD ID,scopecontent,"the The snow-shoe dance [graphic] : to thank the Great Spirit for the first appearance of snow / Catlin, del.","Shows Chippewa Indians near Fort Snelling, Minnesota, ca."
Indians,umich-bhl-88161,subjects,the My great-great-grandfather was Wa-Wa-Sum,Indians of North America
Indians,umich-bhl-92132,abstract,Scientific Expedition to Lake Superior Photograph collection,"Foote, assistant in the University of Michigan Chemistry Laboratory; includes views of the expedition's boats and camps, natural features including the Pictured Rocks and waterfalls, mining operations, Indians, ships, and a lighthouse."
Indians,umich-bhl-88496,subjects,"the Religious customs of modern Michigan Algonquians, by Gertrude Kurath, Jane Ettawageshik, and Fred Ettawageshik.",Indians of North America
Indians,umich-bhl-86481,subjects,the Monaghan family papers,Women; Indians of North America; Irish Americans
Indians,umich-bhl-852041,subjects,"John Monteith papers, 1797-1885 [microform]","Banks and banking; Ojibwa Indians; Indians of North America; Antislavery movements; Temperance; Women; Mexican War, 1846-1848.; Spouses of clergy; Clergy; African American women; Military camps.; Military officers.; Women's resources."
Indians,No EAD ID,subjects,"the Morgan family (Boyne City, Mich.) papers",African Americans; Indians of North America; Land use; Temperance; Immigrants; Women; Dining rooms; Dwellings; Musicians.; Soldiers; Women.
Indians,No EAD ID,subjects,the James H. Kidd papers,Indians of North America.; American newspapers; Barbershops; Business enterprises; Military camps.; Military officers.; Soldiers; Veterans
Indians,umich-bhl-85999,subjects,"Elizabeth Margaret Chandler Papers, 1793-1854","Agriculture; Banks and banking; Frontier and pioneer life; Indians of North America.; Libraries; American newspapers; Railroads; Abolitionists; Antislavery movements; Poets, American; Women poets, American; Women abolitionists"
Indians,umich-bhl-89119,subjects,the The burning of Indian Village on the banks of Burt Lake in the fall of 1900,Indians of North America
Indians,No EAD ID,subjects,"the The snow-shoe dance [graphic] : to thank the Great Spirit for the first appearance of snow / Catlin, del.",Dance.; Indians of North America
Indians,umich-bhl-8976,subjects,the Frances Pailthorp notebook,Art.; Indians of North America; Teachers
Indians,umich-bhl-8592,subjects,"George Henry Cannon papers, 1833-1915",Indians of North America; Surveyors
Indians,umich-bhl-90117,subjects,the Ira W. Butterfield collection,Independent churches; Indians of North America
Indians,umich-bhl-85997,subjects,"Johan G.R. BanÃ©r papers, 1890-1938","Authors, American; Indians of North America; Journalists; Poetry.; Swedish Americans"
Indians,umich-bhl-0321,subjects,"the Northern Michigan historical sketch, by Ella Petoskey.",Indians of North America; Ottawa Indians
Indians,No EAD ID,subjects,"the Saint Ignace, Michigan photograph collection",Automobiles.; Ferries.; Harbors; Indians of North America
Indians,umich-bhl-2016048,bioghist,Warren Petoskey papers,"Warren Donald Petoskey is an elder of the Waganakising Odawa and Minneconjou Lakotah nations, member of the Bear Clan, and a citizen of the Little Traverse Bay Band of Ottawa and Chippewa Indians."
Indians,umich-bhl-2016048,subjects,Warren Petoskey papers,Indians of North America; Indians of North America; Indians of North America; Off-reservation boarding schools.; Ottawa Indians; Residential schools
Indians,No EAD ID,subjects,"the Saginaw, Michigan print collection.",Indians of North America
Indians,umich-bhl-2014105,subjects,"Karl Pohrt Papers, 1976-2013",Book industries and trade; Bookstores; Festivals; Independent bookstores; Indians of North America; Publishers and publishing; Bookstores.; Writers.
Indians,No EAD ID,scopecontent,the Risdon family papers,"Papers, 1825-1831, of Orange Risdon, surveyor of much of southern Michigan, including letters exchanged with his wife, letter from Joseph Jennings inquiring about conditions in Michigan, and composition by his daughter on Indians; cookbook and letters of Gertrude Judd Risdon and other family papers, including letter from Susan W."
Indians,umich-bhl-851956,subjects,the Nicholas F. Murray papers,Education; Indians of North America; Schools; Teachers; Voyages and travels.
Indians,No EAD ID,subjects,the Risdon family papers,Cooking.; Indians of North America; Women; Land use; Surveyors
Indians,No EAD ID,scopecontent,the James H. Kidd papers,"Correspondence, diaries, newspaper clippings, and memorabilia concerning his Civil War activities; diary, 1865, concerning his role in the campaign against the Indians; include undated letter from Elizabeth Custer regarding her biography of her husband and the charge of recklessness brought against him."
Indians,umich-bhl-851293,bioghist,the Peter Dougherty papers,Presbyterian missionary to Indians in the Mackinac and Grand Traverse Bay areas of Michigan.
Indians,umich-bhl-851272,subjects,Ferry Family Papers (William Montague Ferry family),Indians of North America; Indians of North America; Missionaries; Women travelers; Women's rights; Women in missionary work; Michigan; Sermons.
Indians,umich-bhl-851272,bioghist,Ferry Family Papers (William Montague Ferry family),"Ferry worked among the Indians for more than a decade, then because of failing health, he moved downstate to Ottawa County, arriving in 1834."
Indians,umich-bhl-92584,subjects,"Martha Mullett collection, ca. 1865-ca. 1880",Camping.; Copper mining; Indians of North America.; Iron mining; Waterfalls.
Indians,umich-bhl-851272,scopecontent,Ferry Family Papers (William Montague Ferry family),"The Ferry family collection consists of letters and typescripts of letters from William Montague Ferry and his wife <persname>Amanda White Ferry</persname> describing their trip from <geogname>Ashfield, Massachusetts</geogname>, to <geogname>Mackinac Island</geogname> and their missionary work among the Indians; letters, 1862-1901, of Colonel <persname>William M."
Indians,umich-bhl-851272,abstract,Ferry Family Papers (William Montague Ferry family),"William Montague Ferry served as missionary to Indians at Michilimackinac, Michigan for the United Foreign Missionary Society, 1822-1834 and as clergyman in Grand Haven, Michigan."
Indians,No EAD ID,subjects,the Shin-ga-ba-w'ossin [graphic] : a Chippeway chief / printed &amp; coloured at I. T. Bowen's lithographic establishment No. 94 Walnut St.,Indians of North America
Indians,No EAD ID,subjects,the John M. Munson photograph collection.,Indians of North America
Indians,umich-bhl-851325,bioghist,"the The Ojibway language, or, A glimpse at some peculiarities of the Algic dialects",Jesuit missionary to the Indians of the Great Lakes.
Indians,umich-bhl-851325,subjects,"the The Ojibway language, or, A glimpse at some peculiarities of the Algic dialects",Ojibwa language.; Clergy; Indians of North America; Missionaries
Indians,umich-bhl-851298,scopecontent,the John H. Faxon papers,Also includes letters of Mary Stephenson Faxon describing her trip to Michigan before her marriage (1850) and a letter (1859) enlisting Faxon's aid in recruiting Methodist missionaries for work among Michigan Indians.
Indians,umich-bhl-88365,titleproper,the The Indians of Michigan,the The Indians of Michigan
Indians,umich-bhl-88365,scopecontent,the The Indians of Michigan,Brief history with comments on activities of his parents who served as missionaries to the Indians of northern Michigan.
Indians,umich-bhl-88365,subjects,the The Indians of Michigan,Indians of North America; Indians of North America; Missionaries
Indians,umich-bhl-851293,scopecontent,the Peter Dougherty papers,"Reports of missionary activities; letters, 1847-1872, of Andrew Porter, missionary-teacher to Indians at Omena, and Bear Creek (now Petoskey, Emmet County), Michigan; also diaries, 1838-1842 and May 1850, recording trips from New York City to Detroit, Mackinac Island and Chicago via the Erie Canal and the Great Lakes; contain descriptions of Detroit, Mackinac Island, and other towns and places, in Michigan, and of Indian customs and his missionary activities."
Indians,umich-bhl-851396,subjects,"the Will E. Hampton Papers, 1839-1959 [microform]",Indians of North America.; Physicians; Women
Indians,umich-bhl-851146,subjects,Fred Dustin (1886-1957) Papers,Archaeology.; Indians of North America; Lumbering; Logging; Business enterprises; Dwellings; Living rooms.
Indians,umich-bhl-861150,abstract,"Francis Wayland Dunn papers, 1856-1874","Diaries, 1860-1872, describing student life, wartime activities, trip to Europe and the Near East, and western trip containing impressions of Indians and Mormons; also correspondence, various writings, and commonplace book, 1872."
Indians,umich-bhl-851504,subjects,the George W. Hotchkiss papers,"Indians of North America; Logging; Lumbering; American newspapers; Shipping; Ships; Voyages and travels.; Travelers.; Mexican War, 1846-1848"
Indians,umich-bhl-851637,subjects,"Bela Hubbard papers, 1837-1893",Fishes; Fishing; Geology; Indians of North America; Land use; Mines and mineral resources; Salt industry and trade
Indians,umich-bhl-914,titleproper,the Native peoples in transition : Michigan Indians in the nineteenth century.,the Native peoples in transition : Michigan Indians in the nineteenth century.
Indians,umich-bhl-851293,subjects,the Peter Dougherty papers,Education; Indians of North America; Indians of North America; Missionaries; Voyages and travels.; Travelers.
Indians,umich-bhl-85673,scopecontent,the Francis Jacker diary,"Descriptions of daily activities, including notes on ships passing the lighthouse; also list of Indians at the Catholic mission at Assinins, Michigan, who died between 1862 and 1920."
Indians,umich-bhl-85673,subjects,the Francis Jacker diary,Indians of North America; Lighthouses; Shipping; Ships
Indians,umich-bhl-851594,subjects,the William Lee Jenks papers,Banks and banking; Education; Indians of North America; Missionaries; American newspapers; Street-railroads; Transportation; Home missions
